"","CND1_1","CND1_2","CND1_3","CND1_4","CND2_1","CND2_2","CND2_3","CND2_4","CTRL_1","CTRL_2","CTRL_3"
"Mir1927",6.22395374131347,0,0,0,3.68940066035401,0,0,0,0,0,0
"Rc3h1",15.5203043612881,22.4741575779004,20.0782353884548,19.5065244169828,19.8605892463572,13.3665235474298,8.42469777985306,11.3332035247075,19.4357444249363,24.4730801617548,20.2177913264995
"Serpinc1",0.0248885082472364,0.172869678828226,0.160493688425927,0.143672068286131,0.162285985463514,0.0673175404611898,0.0776771209792677,0.0122133553310335,0.37417900323591,0.293292348687661,0.262129039414917
"Zbtb37",3.20847076635801,4.57512317935647,3.60816232116011,4.07223375970307,3.45112879360226,2.53694441523944,2.10883457291912,2.73186073598997,3.30673000440882,4.04635854118444,3.95657742860979
"Gas5",649.992820304129,976.057720930383,948.910215701173,750.24298760082,1085.82967647642,673.223530604885,625.736291103826,755.720739947849,1206.25776281509,977.052837877869,1268.07543598125
"Snord47",44.0526595976083,171.348425654538,88.378524426544,71.2038770426065,203.683665028116,98.7259814820821,49.4958614879894,82.1470279565316,78.7596237081423,153.661727324439,133.622899132148
"Dars2",6.70330875199751,9.4686850426571,9.63819292934364,7.54370704778031,5.87336186701044,6.04362267187505,6.14247662620704,5.55997215669315,8.87742381805796,10.2558501274459,8.18676239248935
"Cenpl",12.1386921940175,20.8353350455524,18.7608421512505,13.3051461473569,14.2654367776566,11.0013980588026,9.33568581275876,10.8531024155726,13.2217005075872,18.7531713895979,14.9399447396533
"Klhl20",14.4687410153445,22.5680061282949,20.2491862245809,15.4062959032192,17.5449445409672,12.8341810834783,12.3887223503254,12.2786104417271,12.9531527551155,17.9917973099308,14.2580929994317
"Ankrd45",0,0.135560463334286,0.0174799296729715,0.0140830453011484,0,0,0,0,0,0,0
"Tex50",0,0,0,0,0,0,0,0,0,0,0
"Prdx6",66.479143641407,67.7881397676329,75.2665503308522,69.4891635830371,59.8076159622458,71.456902569246,67.8580280032792,64.4963853482038,74.5727711874673,79.2547047172284,58.7149754383884
"Tnfsf4",18.2712628623191,28.4339162126498,36.0303283544873,27.6835176242079,13.357035448728,19.7381513966947,21.2818480652355,11.9693037979397,18.7072082483886,38.4678817141844,19.5448453344454
"Tnfsf18",1.27568814931021,3.0126133506392,2.33078000203513,1.69373645090066,1.398961344792,1.15836043814649,0.0796285431986792,0.907713195636147,0.388762715746284,1.86409513393288,2.49904303175095
"Fasl",179.313566213249,178.777840549383,229.623413535035,197.089814391214,250.702974064274,153.311917339582,101.540376276628,156.882531335644,38.0279750951508,129.272910591557,41.0018033003019
"Suco",25.6438423597939,39.8164641462595,35.7124004910047,30.1948452482185,34.2329892968614,20.2414282628708,12.647516852674,18.94060509679,18.2865259160231,33.5415527585901,22.4136363108297
"4930558K02Rik",0.0180663885862738,0.0501939410987701,0.0129445789551807,0,0.0321278798417023,0,0,0,0.0146818291378924,0.0340638080073639,0.0380555157325866
"Pigc",3.34397417953427,4.88121583415319,3.64219433031475,3.98240637557231,3.79781315191877,3.30830478355594,4.48168704517952,4.24179123348396,5.07332670456447,4.86401123081812,4.56924084045531
"Dnm3",0.0308006476235442,0.0380327106755273,0.0353098938953709,0.0434623791933292,0.0381385917628033,0.0423154194552463,0.028197819049338,0.0235115629430971,0.0444985787181129,0.0903373244124248,0.0570937784084821
"2810442N19Rik",0,0,0,0,0,0,0,0,0,0.110977794072924,0.0743895195874212
"Dnm3os",0.0855715133455056,0,0.0613120439386973,0.148191721897453,0.101449210892681,0.0330643923506399,0,0.125975645665986,0.10431080334706,0.121007510199721,0.14420006773707
"Mir199a-2",0,0,0,0,0,0,0,0,0,0,0
"Mir214",0,0,0,0,0,0,0,0,0,0,0
"Eef1aknmt",6.40205165659002,6.88523354228279,6.27393360617049,6.72372683671736,4.872255082115,4.9314801394073,5.92979338374627,4.84419372100954,10.3214666686013,7.16468584551452,9.30931055259401
"Vamp4",11.4928562679991,18.1424216872585,14.2064533926813,11.5279500616233,13.2452970364666,10.9826741182842,9.45643717753264,9.74148164916797,10.1888543656036,12.3794000722776,8.92326372262324
"Myoc",0.0321857366829476,0,0.0461222017597487,0,0,0,0,0.031588541570672,0,0,0
"Myocos",0,0,0,0,0,0,0,0,0,0,0
"Prrc2c",83.9075988450276,112.943669931629,89.0973782739818,93.9909122721313,79.9313788386813,66.6672695238903,39.9438834963384,50.6575650494194,67.7699087721225,98.7299661139818,81.6789020810586
"Fmo4",0,0,0,0,0,0,0,0,0,0,0
"Fmo1",0,0,0,0.0105700762141521,0,0,0,0,0,0,0
"Fmo2",0,0,0,0,0,0,0,0,0,0,0
"Fmo6",0,0,0,0,0,0,0,0,0,0,0
"Fmo3",0,0,0,0,0,0,0,0,0,0,0
"Mroh9",0,0,0,0,0,0,0,0,0,0,0
"Prrx1",0.509362087807079,1.51133947867091,1.69368979412602,1.52441820382942,3.82257881575168,1.77706647551436,0.432157124608414,1.94140214376786,0.317486528389628,6.02809059528986,0.0416673277138547
"Gorab",4.77295844952661,7.18289823991546,6.321499828399,5.46875529359322,5.95865146626411,3.6605500303613,3.92723798822728,4.63116607712794,8.28650981770989,6.73244285685676,7.601346476558
"Mettl11b",0.0442884813815882,0,0,0,0,0,0,0.0144889080216439,0,0,0
"Kifap3",0.461228882725547,0.973067982550292,0.784647220726186,0.489786497795384,0.581898752417626,0.466984323995935,0.526532574381238,0.534974749354978,1.29884914649536,1.38351447791759,1.38821779637638
"Scyl3",33.1555207409855,42.4009503756887,41.4235071072121,34.8933741783504,33.4360882991379,25.7833913452582,22.5830427905652,24.9296801631516,29.0094568209208,36.7982721133933,35.8642028999275
"BC055324",1.07035578540374,2.54895002510438,2.89832448866248,1.12341171467107,1.27719908525287,1.00977965905467,0.902391558970164,1.15963811847929,1.46855293775939,2.43093419706252,1.69828938066374
"Mettl18",42.634743844955,68.0300543469184,47.6793695473139,49.8880667177498,41.1536585761527,41.5185432922891,46.7519295583651,38.7336684730563,76.669400149009,57.9817975865065,59.7094823156676
"Sele",0.251422951324766,0.199579911287581,0.0514699157503168,0,0.0851640559039787,0.0277567241164626,0.0448395375614756,0.0352511266003084,0.846474142987764,0.237026428986437,0.423683129983928
"Sell",136.797596964229,192.983093992811,116.046575992512,174.271489061779,132.961346501028,122.175932339893,149.109131593465,117.403839033001,453.446116441838,326.898394780087,391.178863663707
"Selp",0,0,0,0,0.0347045426440687,0.022621853915589,0,0,0.33304561416152,0.717516786883991,1.03591092011949
"Gm16548",0,0,0,0,0,0,0,0,0.152003685127377,0.264501665526163,0.0787991547435545
"F5",0.00495624603888931,0.0550798562887176,0,0.0457768934815121,0.0117517437749441,0,0,0,0.382635518453497,0.827023742123614,0.69738978989719
"Slc19a2",3.13464059450056,5.5945156111809,6.09833453432854,3.61902202471755,3.10099318661579,2.56680051462299,2.22876101437145,2.52637963966039,6.56249863394344,5.40146718233978,6.22683073407188
"Ccdc181",7.82803151995012,12.4497632926848,10.1473507618506,8.43089207093409,8.91978722809881,6.96859233737378,6.59559138967137,6.94979855997781,10.5875592989377,11.5260434657539,11.8395746066603
"Blzf1",11.8309655445041,16.8345711581451,16.3767554024992,12.8621814069898,10.8663173095401,7.8981170074777,8.92890294451695,7.47122221178547,15.5359924776463,19.2701051170223,16.0431827312091
"Nme7",0.675338927344197,1.02984757906211,0.851339103603624,0.782627098065699,0.70131887707055,0.706324021706631,0.938179854408521,0.642874166537439,1.15953878847286,1.0579235134953,0.962628946631432
"Atp1b1",0.0159648646350819,0.0443552662069919,0.137266028431117,0.055295522718643,0.0378542544339048,0.0740248983543672,0.219236151929041,0.04700592642914,6.12373033208693,0.586977833634117,0.538060967204541
"Dpt",0,0,0,0,0,0,0,0,0,0.0578833786375721,0.0206932291391139
"Gm20743",0,0,0,0.00531783501126157,0.010921463600847,0.0035595304720866,0.0230009419893582,0.00452061485291626,0.0336885806771381,0.273567051289752,0.135833123296451
"Xcl1",108.119563048445,77.4023719904445,80.3461817070358,138.237084150302,60.5701938999674,170.144459563171,184.693362534911,79.7136521216221,825.982428554006,377.498152665521,534.375007146983
"4930568G15Rik",0,0,0,0,0,0,0,0,0,0.0114596851324541,0
"Tbx19",0,0,0,0.0512615721106073,0,0,0,0,0,0,0
"Sft2d2",282.761228233701,345.565160195393,273.581257560967,316.870004503978,329.005635029343,278.447817783084,265.218347551385,242.073894947159,356.318536390075,459.534248879395,508.581931888918
"Tiprl",30.1854578165426,49.2355427283414,45.7736451326585,35.911695988912,39.9199093668194,33.4788754023041,34.7874680605022,30.8244033602549,35.7639001913749,38.7450465696113,34.6282536343769
"Gpr161",0,0.0304427541783751,0,0,0,0,0,0,0,0.0619793611049773,0
"Dcaf6",1.70918087989385,2.4815862310984,2.14310108519648,1.77120846382298,2.16669487399108,1.38449220491196,1.25968007065205,1.4248369586874,2.60015892593812,2.68633036302411,2.90406798833852
"Mpc2",7.86738844910008,9.43443854208501,8.16640691809353,7.39457450405303,8.51004930790251,9.49649724295487,10.0315232096945,9.71775972505902,17.2679440620885,11.1253506076932,12.9177190623671
"Adcy10",0,0,0,0,0,0,0,0,0.0060192742374552,0.0244396628018595,0
"Mpzl1",0.00801923163435505,0.0445597456724725,0,0.0462920309858786,0.00950719099691688,0.00619717966277863,0,0.0236113127695675,0.254159404150486,0.196561274596312,0.0743244492021938
"Rcsd1",24.4486025379621,27.4730295689466,23.0757089088837,21.3069205206139,22.4550708247212,21.7785336898738,19.7730850894903,22.2318772024603,31.328237993644,20.938080228032,25.508684217665
"Creg1",11.9395165539172,13.6924626225714,15.3017215170752,14.7327921667765,12.9028516219023,13.8967785234585,15.0517986346335,12.408969702788,27.2726397411919,22.5946824897054,19.5265573001253
"Cd247",34.2126726578164,39.5487878394262,34.1420992390838,35.6935583502236,34.76445074533,37.8095963538439,37.9888323873564,33.9047792163495,29.5176351955147,28.6514621615239,28.7233605314557
"Pou2f1",4.07959179860549,5.18063445825536,4.4004504345447,3.87563440539852,4.69327175804859,2.58846503887203,1.71510473114656,3.12032796554488,2.73203261152294,4.62728378190184,4.49722604710084
"Dusp27",0,0,0,0.0131526892941842,0,0,0,0,0,0,0
"Gpa33",0,0,0.0134006529469851,0.0107964966706458,0,0,0,0,0,0,0
"Mael",0,0,0,0,0,0,0,0,0,0,0
"Ildr2",0,0,0,0,0,0,0,0,0,0.0204056800587784,0.00911875358554271
"Tada1",18.332275451824,33.0251234161706,32.8962817426582,23.3489890777236,22.1767905166849,17.7583718082602,18.5129099059494,17.9233667592158,22.9256928769725,28.862986255236,20.7195989377198
"Pogk",29.577341694889,36.7005492156429,25.3420394500961,31.401693971884,24.1522590412621,23.0024531796712,21.1883282076982,17.0794934355138,40.7448912999278,60.3281962548064,64.5386992018371
"Gm4846",0,0,0,0,0,0,0,0,0,0,0
"Gm4847",0,0,0,0,0,0,0,0,0,0,0
"Fmo9",0,0,0,0,0,0,0,0,0,0,0
"Gm16701",0.0659778804367821,0.0733226749474798,0.0567278321418337,0.0152346270806168,0.0625760012415136,0.101974053744602,0,0.0777044206675435,0.107235152485217,0.111959955753138,0.0444728132350225
"Fam78b",1.38495884516923,1.15330304520165,1.14103728719716,1.23735015397894,1.33770839643101,1.2890044070233,0.937514784876228,1.107409165436,1.41377581439921,2.09545313533638,2.08265992409209
"Uck2",3.80287381452175,5.73558105028963,3.82245115496784,3.88246899951238,2.9949273274295,4.37464607551843,4.14390060793718,3.66299843707911,7.3905736139211,6.93976914629924,6.99886500009129
"Tmco1",17.6883447651894,23.0073127294822,24.8157893379248,18.2647498355063,17.263270751317,19.0347267783043,16.0777932164415,17.0480512297587,16.0758725708721,19.1112552572294,13.3184176151737
"Aldh9a1",38.4903639094452,44.6252587361537,40.2927330514394,36.1376380600501,32.8361036228876,36.4743294463463,38.4137334145631,33.305527531156,46.1760257432432,44.3922009524749,47.7830900760492
"Mgst3",0.108540791383758,0.215399602555302,0.111099351880141,0.125313094996359,0.0551487482142879,0.155775668916911,0.367792432889054,0.197835587629048,0.856865534948705,0.613954359667557,0.391942586745574
"Lrrc52",0,0,0,0,0,0,0,0,0,0,0
"Rxrg",0,0,0,0,0,0,0,0,0,0,0
"Lmx1a",0,0,0,0,0,0,0,0,0,0,0
"Pbx1",0.00108404567140264,0,0,0.00250311641308335,0.00257037824004313,0,0.00270664825478865,0,0.146239430164332,0.121614790084321,0.179023443751514
"Nuf2",2.01311891388313,10.5396835141357,9.14728666077126,2.2774792916464,2.19475932635715,2.41566196325087,2.24797046035139,2.76011558893265,4.93260594038647,7.79166483637421,5.29315009311609
"Rgs5",0,0,0,0,0,0,0,0,0,0,0
"Rgs4",0,0,0,0,0,0,0,0,0.0894124823154389,0,0
"Ccdc190",0,0.156912477705621,0,0,0,0,0,0,0,0,0
"Hsd17b7",7.21201074033409,12.6726711519505,11.0747838875197,7.98862191816121,7.59110052144083,6.53108239483096,5.54391155043835,5.65917690518392,7.301660958785,11.7157849918535,8.93365774095506
"3110045C21Rik",0.681135499802378,0.946201145682688,0.976068040855406,0.524258800179834,0.403759710821875,0.526374503124243,0.992052258739636,1.11416211383304,0.738041989232927,1.07022260248036,0.765206249678373
"Ddr2",0,0,0,0,0,0,0.00611695546210458,0,0,0,0.0123853585653871
"Uap1",11.1561826192344,16.7534340468103,17.473628004806,11.6703628877828,12.7146892048954,11.5666253853394,13.0809777282007,11.63476778055,17.8151311167812,16.4927201906961,14.9220780452877
